genus	species	preference	plant_species	plant_genus	plant_family
Halictus	Halictus maculatus	poly	Anthemis tinctoria	Anthemis	Asteraceae
Halictus	Halictus maculatus	poly	Anthericum ramosum	Anthericum	Anthericaceae
Halictus	Halictus maculatus	poly	Brassica napus	Brassica	Brassicaceae
Halictus	Halictus maculatus	poly	Bunias orientalis	Bunias	Brassicaceae
Halictus	Halictus maculatus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus maculatus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus maculatus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus maculatus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus maculatus	poly	Cirsium vulgare	Cirsium	Asteraceae
Halictus	Halictus maculatus	poly	Crataegus spec.	Crataegus	Rosaceae
Halictus	Halictus maculatus	poly	Crepis biennis	Crepis	Asteraceae
Halictus	Halictus maculatus	poly	Daucus carota	Daucus	Apiaceae
Halictus	Halictus maculatus	poly	Heracleum sphondylium	Heracleum	Apiaceae
Halictus	Halictus maculatus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus maculatus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus maculatus	poly	Isatis tinctoria	Isatis	Brassicaceae
Halictus	Halictus maculatus	poly	Jasione montana	Jasione	Campanulaceae
Halictus	Halictus maculatus	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Halictus	Halictus maculatus	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Halictus	Halictus maculatus	poly	Matricaria recutita	Matricaria	Asteraceae
Halictus	Halictus maculatus	poly	Melilotus albus	Melilotus	Fabaceae
Halictus	Halictus maculatus	poly	Picris hieracioides	Picris	Asteraceae
Halictus	Halictus maculatus	poly	Potentilla erecta	Potentilla	Rosaceae
Halictus	Halictus maculatus	poly	Potentilla neumanniana	Potentilla	Rosaceae
Halictus	Halictus maculatus	poly	Prunus avium	Prunus	Rosaceae
Halictus	Halictus maculatus	poly	Prunus avium	Prunus	Rosaceae
Halictus	Halictus maculatus	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Halictus	Halictus maculatus	poly	Ranunculus repens	Ranunculus	Ranunculaceae
Halictus	Halictus maculatus	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Halictus	Halictus maculatus	poly	Salix spec.	Salix	Salicaceae
Halictus	Halictus maculatus	poly	Sinapis alba	Sinapis	Brassicaceae
Halictus	Halictus maculatus	poly	Sinapis arvensis	Sinapis	Brassicaceae
Halictus	Halictus maculatus	poly	Tanacetum corymbosum	Tanacetum	Asteraceae
Halictus	Halictus maculatus	poly	Tanacetum vulgare	Tanacetum	Asteraceae
Halictus	Halictus maculatus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus maculatus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus maculatus	poly	Trifolium repens	Trifolium	Fabaceae
Halictus	Halictus pollinosus	poly	Berteroa incana	Berteroa	Brassicaceae
Halictus	Halictus pollinosus	poly	Carduus crispus	Carduus	Asteraceae
Halictus	Halictus pollinosus	poly	Centaurea stoebe	Centaurea	Asteraceae
Halictus	Halictus pollinosus	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Halictus	Halictus quadricinctus	poly	Carduus nutans	Carduus	Asteraceae
Halictus	Halictus quadricinctus	poly	Carduus nutans	Carduus	Asteraceae
Halictus	Halictus quadricinctus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus quadricinctus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus quadricinctus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus quadricinctus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus quadricinctus	poly	Centaurea solstitialis	Centaurea	Asteraceae
Halictus	Halictus quadricinctus	poly	Centaurea solstitialis	Centaurea	Asteraceae
Halictus	Halictus quadricinctus	poly	Centaurea stoebe	Centaurea	Asteraceae
Halictus	Halictus quadricinctus	poly	Cichorium intybus	Cichorium	Asteraceae
Halictus	Halictus quadricinctus	poly	Cirsium vulgare	Cirsium	Asteraceae
Halictus	Halictus quadricinctus	poly	Convolvulus arvensis	Convolvulus	Convolvulaceae
Halictus	Halictus quadricinctus	poly	Cornus sanguinea	Cornus	Cornaceae
Halictus	Halictus quadricinctus	poly	Echium vulgare	Echium	Boraginaceae
Halictus	Halictus quadricinctus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus quadricinctus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus quadricinctus	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Halictus	Halictus quadricinctus	poly	Knautia arvensis	Knautia	Dipsacaceae
Halictus	Halictus quadricinctus	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus quadricinctus	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus quadricinctus	poly	Ligustrum vulgare	Ligustrum	Oleaceae
Halictus	Halictus quadricinctus	poly	Papaver rhoeas	Papaver	Papaveraceae
Halictus	Halictus quadricinctus	poly	Picris hieracioides	Picris	Asteraceae
Halictus	Halictus quadricinctus	poly	Ranunculus repens	Ranunculus	Ranunculaceae
Halictus	Halictus quadricinctus	poly	Sonchus arvensis	Sonchus	Asteraceae
Halictus	Halictus quadricinctus	poly	Sonchus arvensis	Sonchus	Asteraceae
Halictus	Halictus quadricinctus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus quadricinctus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus quadricinctus	poly	Valeriana officinalis	Valeriana	Valerianaceae
Halictus	Halictus rubicundus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus rubicundus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus rubicundus	poly	Geranium sylvaticum	Geranium	Geraniaceae
Halictus	Halictus rubicundus	poly	Brassica napus	Brassica	Brassicaceae
Halictus	Halictus rubicundus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus rubicundus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus rubicundus	poly	Cichorium intybus	Cichorium	Asteraceae
Halictus	Halictus rubicundus	poly	Cirsium arvense	Cirsium	Asteraceae
Halictus	Halictus rubicundus	poly	Cirsium vulgare	Cirsium	Asteraceae
Halictus	Halictus rubicundus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus rubicundus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus rubicundus	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Halictus	Halictus rubicundus	poly	Isatis tinctoria	Isatis	Brassicaceae
Halictus	Halictus rubicundus	poly	Jasione montana	Jasione	Campanulaceae
Halictus	Halictus rubicundus	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus rubicundus	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus rubicundus	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Halictus	Halictus rubicundus	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Halictus	Halictus rubicundus	poly	Malus domestica	Malus	Rosaceae
Halictus	Halictus rubicundus	poly	Malus domestica	Malus	Rosaceae
Halictus	Halictus rubicundus	poly	Melilotus albus	Melilotus	Fabaceae
Halictus	Halictus rubicundus	poly	Potentilla reptans	Potentilla	Rosaceae
Halictus	Halictus rubicundus	poly	Potentilla reptans	Potentilla	Rosaceae
Halictus	Halictus rubicundus	poly	Pyrus communis	Pyrus	Rosaceae
Halictus	Halictus rubicundus	poly	Pyrus communis	Pyrus	Rosaceae
Halictus	Halictus rubicundus	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Halictus	Halictus rubicundus	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Halictus	Halictus rubicundus	poly	Salix repens	Salix	Salicaceae
Halictus	Halictus rubicundus	poly	Senecio vernalis	Senecio	Asteraceae
Halictus	Halictus rubicundus	poly	Senecio vernalis	Senecio	Asteraceae
Halictus	Halictus rubicundus	poly	Sinapis alba	Sinapis	Brassicaceae
Halictus	Halictus rubicundus	poly	Sinapis arvensis	Sinapis	Brassicaceae
Halictus	Halictus rubicundus	poly	Sonchus arvensis	Sonchus	Asteraceae
Halictus	Halictus rubicundus	poly	Sonchus arvensis	Sonchus	Asteraceae
Halictus	Halictus rubicundus	poly	Succisa pratensis	Succisa	Dipsacaceae
Halictus	Halictus rubicundus	poly	Tanacetum vulgare	Tanacetum	Asteraceae
Halictus	Halictus rubicundus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus rubicundus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus rubicundus	poly	Trifolium repens	Trifolium	Fabaceae
Halictus	Halictus scabiosae	poly	Calystegia sepium	Calystegia	Convolvulaceae
Halictus	Halictus scabiosae	poly	Centaurea cyanus	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Centaurea solstitialis	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Centaurea solstitialis	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Centaurea stoebe	Centaurea	Asteraceae
Halictus	Halictus scabiosae	poly	Cichorium intybus	Cichorium	Asteraceae
Halictus	Halictus scabiosae	poly	Cirsium vulgare	Cirsium	Asteraceae
Halictus	Halictus scabiosae	poly	Convolvulus arvensis	Convolvulus	Convolvulaceae
Halictus	Halictus scabiosae	poly	Crepis capillaris	Crepis	Asteraceae
Halictus	Halictus scabiosae	poly	Echinops sphaerocephalus	Echinops	Asteraceae
Halictus	Halictus scabiosae	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Halictus	Halictus scabiosae	poly	Jasione montana	Jasione	Campanulaceae
Halictus	Halictus scabiosae	poly	Knautia arvensis	Knautia	Dipsacaceae
Halictus	Halictus scabiosae	poly	Papaver rhoeas	Papaver	Papaveraceae
Halictus	Halictus scabiosae	poly	Picris hieracioides	Picris	Asteraceae
Halictus	Halictus scabiosae	poly	Scabiosa columbaria	Scabiosa	Dipsacaceae
Halictus	Halictus scabiosae	poly	Tamarix gallica	Tamarix	Tamaricaceae
Halictus	Halictus sexcinctus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus sexcinctus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus sexcinctus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus sexcinctus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus sexcinctus	poly	Centaurea stoebe	Centaurea	Asteraceae
Halictus	Halictus sexcinctus	poly	Cichorium intybus	Cichorium	Asteraceae
Halictus	Halictus sexcinctus	poly	Cirsium arvense	Cirsium	Asteraceae
Halictus	Halictus sexcinctus	poly	Cirsium palustre	Cirsium	Asteraceae
Halictus	Halictus sexcinctus	poly	Cirsium vulgare	Cirsium	Asteraceae
Halictus	Halictus sexcinctus	poly	Convolvulus arvensis	Convolvulus	Convolvulaceae
Halictus	Halictus sexcinctus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus sexcinctus	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus sexcinctus	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Halictus	Halictus sexcinctus	poly	Inula helenium	Inula	Asteraceae
Halictus	Halictus sexcinctus	poly	Inula helenium	Inula	Asteraceae
Halictus	Halictus sexcinctus	poly	Knautia arvensis	Knautia	Dipsacaceae
Halictus	Halictus sexcinctus	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus sexcinctus	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus sexcinctus	poly	Papaver rhoeas	Papaver	Papaveraceae
Halictus	Halictus sexcinctus	poly	Scabiosa columbaria	Scabiosa	Dipsacaceae
Halictus	Halictus sexcinctus	poly	Succisa pratensis	Succisa	Dipsacaceae
Halictus	Halictus sexcinctus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus sexcinctus	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus simplex	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus simplex	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus simplex	poly	Cichorium intybus	Cichorium	Asteraceae
Halictus	Halictus simplex	poly	Inula conyza	Inula	Asteraceae
Halictus	Halictus simplex	poly	Knautia arvensis	Knautia	Dipsacaceae
Halictus	Halictus subauratus	poly	Asparagus officinalis	Asparagus	Asparagaceae
Halictus	Halictus subauratus	poly	Bunias orientalis	Bunias	Brassicaceae
Halictus	Halictus subauratus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus subauratus	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus subauratus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus subauratus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus subauratus	poly	Centaurea stoebe	Centaurea	Asteraceae
Halictus	Halictus subauratus	poly	Cichorium intybus	Cichorium	Asteraceae
Halictus	Halictus subauratus	poly	Cirsium arvense	Cirsium	Asteraceae
Halictus	Halictus subauratus	poly	Cirsium vulgare	Cirsium	Asteraceae
Halictus	Halictus subauratus	poly	Convolvulus arvensis	Convolvulus	Convolvulaceae
Halictus	Halictus subauratus	poly	Daucus carota	Daucus	Apiaceae
Halictus	Halictus subauratus	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Halictus	Halictus subauratus	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Halictus	Halictus subauratus	poly	Hieracium spec.	Hieracium	Asteraceae
Halictus	Halictus subauratus	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Halictus	Halictus subauratus	poly	Isatis tinctoria	Isatis	Brassicaceae
Halictus	Halictus subauratus	poly	Potentilla argentea	Potentilla	Rosaceae
Halictus	Halictus subauratus	poly	Potentilla argentea	Potentilla	Rosaceae
Halictus	Halictus subauratus	poly	Tanacetum vulgare	Tanacetum	Asteraceae
Halictus	Halictus subauratus	poly	Thymus serpyllum	Thymus	Lamiaceae
Halictus	Halictus submediterraneus	poly	Berteroa incana	Berteroa	Brassicaceae
Halictus	Halictus submediterraneus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus submediterraneus	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus submediterraneus	poly	Daucus carota	Daucus	Apiaceae
Halictus	Halictus submediterraneus	poly	Jasione montana	Jasione	Campanulaceae
Halictus	Halictus tumulorum	poly	Bellis perennis	Bellis	Asteraceae
Halictus	Halictus tumulorum	poly	Berteroa incana	Berteroa	Brassicaceae
Halictus	Halictus tumulorum	poly	Brassica napus	Brassica	Brassicaceae
Halictus	Halictus tumulorum	poly	Calendula officinalis	Calendula	Asteraceae
Halictus	Halictus tumulorum	poly	Calendula officinalis	Calendula	Asteraceae
Halictus	Halictus tumulorum	poly	Campanula patula	Campanula	Campanulaceae
Halictus	Halictus tumulorum	poly	Campanula trachelium	Campanula	Campanulaceae
Halictus	Halictus tumulorum	poly	Campanula trachelium	Campanula	Campanulaceae
Halictus	Halictus tumulorum	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus tumulorum	poly	Centaurea jacea	Centaurea	Asteraceae
Halictus	Halictus tumulorum	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus tumulorum	poly	Centaurea scabiosa	Centaurea	Asteraceae
Halictus	Halictus tumulorum	poly	Cichorium intybus	Cichorium	Asteraceae
Halictus	Halictus tumulorum	poly	Cirsium arvense	Cirsium	Asteraceae
Halictus	Halictus tumulorum	poly	Cirsium vulgare	Cirsium	Asteraceae
Halictus	Halictus tumulorum	poly	Convolvulus arvensis	Convolvulus	Convolvulaceae
Halictus	Halictus tumulorum	poly	Echinops sphaerocephalus	Echinops	Asteraceae
Halictus	Halictus tumulorum	poly	Heracleum sphondylium	Heracleum	Apiaceae
Halictus	Halictus tumulorum	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus tumulorum	poly	Hieracium pilosella	Hieracium	Asteraceae
Halictus	Halictus tumulorum	poly	Hypericum perforatum	Hypericum	Hypericaceae
Halictus	Halictus tumulorum	poly	Hypericum perforatum	Hypericum	Hypericaceae
Halictus	Halictus tumulorum	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Halictus	Halictus tumulorum	poly	Jasione montana	Jasione	Campanulaceae
Halictus	Halictus tumulorum	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus tumulorum	poly	Leontodon autumnalis	Leontodon	Asteraceae
Halictus	Halictus tumulorum	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Halictus	Halictus tumulorum	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Halictus	Halictus tumulorum	poly	Lychnis flos-cuculi	Lychnis	Caryophyllaceae
Halictus	Halictus tumulorum	poly	Lythrum salicaria	Lythrum	Lythraceae
Halictus	Halictus tumulorum	poly	Malus domestica	Malus	Rosaceae
Halictus	Halictus tumulorum	poly	Malus domestica	Malus	Rosaceae
Halictus	Halictus tumulorum	poly	Papaver rhoeas	Papaver	Papaveraceae
Halictus	Halictus tumulorum	poly	Potentilla anserina	Potentilla	Rosaceae
Halictus	Halictus tumulorum	poly	Potentilla anserina	Potentilla	Rosaceae
Halictus	Halictus tumulorum	poly	Potentilla neumanniana	Potentilla	Rosaceae
Halictus	Halictus tumulorum	poly	Potentilla reptans	Potentilla	Rosaceae
Halictus	Halictus tumulorum	poly	Potentilla reptans	Potentilla	Rosaceae
Halictus	Halictus tumulorum	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Halictus	Halictus tumulorum	poly	Ranunculus repens	Ranunculus	Ranunculaceae
Halictus	Halictus tumulorum	poly	Reseda odorata	Reseda	Resedaceae
Halictus	Halictus tumulorum	poly	Rorippa sylvestris	Rorippa	Brassicaceae
Halictus	Halictus tumulorum	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Halictus	Halictus tumulorum	poly	Salix aurita	Salix	Salicaceae
Halictus	Halictus tumulorum	poly	Salix caprea	Salix	Salicaceae
Halictus	Halictus tumulorum	poly	Salix cinerea	Salix	Salicaceae
Halictus	Halictus tumulorum	poly	Salix fragilis	Salix	Salicaceae
Halictus	Halictus tumulorum	poly	Salix repens	Salix	Salicaceae
Halictus	Halictus tumulorum	poly	Sinapis alba	Sinapis	Brassicaceae
Halictus	Halictus tumulorum	poly	Sinapis arvensis	Sinapis	Brassicaceae
Halictus	Halictus tumulorum	poly	Sonchus arvensis	Sonchus	Asteraceae
Halictus	Halictus tumulorum	poly	Sonchus arvensis	Sonchus	Asteraceae
Halictus	Halictus tumulorum	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Halictus	Halictus tumulorum	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus tumulorum	poly	Taraxacum officinale	Taraxacum	Asteraceae
Halictus	Halictus tumulorum	poly	Trifolium repens	Trifolium	Fabaceae
Halictus	Halictus tumulorum	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Helichrysum	Helichrysum thianshanicum	poly	Helichrysum arenarium	Helichrysum	Asteraceae
Heriades	Heriades crenulatus	oligo	Centaurea scabiosa	Centaurea	Asteraceae
Heriades	Heriades crenulatus	oligo	Centaurea scabiosa	Centaurea	Asteraceae
Heriades	Heriades crenulatus	oligo	Centaurea stoebe	Centaurea	Asteraceae
Heriades	Heriades crenulatus	oligo	Cirsium vulgare	Cirsium	Asteraceae
Heriades	Heriades crenulatus	oligo	Inula salicina	Inula	Asteraceae
Heriades	Heriades crenulatus	oligo	Inula salicina	Inula	Asteraceae
Heriades	Heriades crenulatus	oligo	Onopordum acanthium	Onopordum	Asteraceae
Heriades	Heriades crenulatus	oligo	Onopordum acanthium	Onopordum	Asteraceae
Heriades	Heriades crenulatus	oligo	Picris hieracioides	Picris	Asteraceae
Heriades	Heriades crenulatus	oligo	Pulicaria dysenterica	Pulicaria	Asteraceae
Heriades	Heriades truncorum	oligo	Achillea filipendulina	Achillea	Asteraceae
Heriades	Heriades truncorum	oligo	Achillea millefolium	Achillea	Asteraceae
Heriades	Heriades truncorum	oligo	Anthemis arvensis	Anthemis	Asteraceae
Heriades	Heriades truncorum	oligo	Anthemis arvensis	Anthemis	Asteraceae
Heriades	Heriades truncorum	oligo	Anthemis tinctoria	Anthemis	Asteraceae
Heriades	Heriades truncorum	oligo	Buphthalmum salicifolium	Buphthalmum	Asteraceae
Heriades	Heriades truncorum	oligo	Buphthalmum speciosum	Buphthalmum	Asteraceae
Heriades	Heriades truncorum	oligo	Calendula officinalis	Calendula	Asteraceae
Heriades	Heriades truncorum	oligo	Calendula officinalis	Calendula	Asteraceae
Heriades	Heriades truncorum	oligo	Carduus crispus	Carduus	Asteraceae
Heriades	Heriades truncorum	oligo	Centaurea stoebe	Centaurea	Asteraceae
Heriades	Heriades truncorum	oligo	Cichorium intybus	Cichorium	Asteraceae
Heriades	Heriades truncorum	oligo	Cirsium vulgare	Cirsium	Asteraceae
Heriades	Heriades truncorum	oligo	Crepis capillaris	Crepis	Asteraceae
Heriades	Heriades truncorum	oligo	Erigeron annuus	Erigeron	Asteraceae
Heriades	Heriades truncorum	oligo	Erigeron annuus	Erigeron	Asteraceae
Heriades	Heriades truncorum	oligo	Hypochaeris radicata	Hypochaeris	Asteraceae
Heriades	Heriades truncorum	oligo	Inula britannica	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Inula britannica	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Inula ensifolia	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Inula helenium	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Inula helenium	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Inula hirta	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Inula salicina	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Inula salicina	Inula	Asteraceae
Heriades	Heriades truncorum	oligo	Leontodon autumnalis	Leontodon	Asteraceae
Heriades	Heriades truncorum	oligo	Leontodon autumnalis	Leontodon	Asteraceae
Heriades	Heriades truncorum	oligo	Picris hieracioides	Picris	Asteraceae
Heriades	Heriades truncorum	oligo	Pulicaria dysenterica	Pulicaria	Asteraceae
Heriades	Heriades truncorum	oligo	Rudbeckia laciniata	Rudbeckia	Asteraceae
Heriades	Heriades truncorum	oligo	Rudbeckia laciniata	Rudbeckia	Asteraceae
Heriades	Heriades truncorum	oligo	Senecio jacobaea	Senecio	Asteraceae
Heriades	Heriades truncorum	oligo	Senecio jacobaea	Senecio	Asteraceae
Heriades	Heriades truncorum	oligo	Senecio vulgaris	Senecio	Asteraceae
Heriades	Heriades truncorum	oligo	Senecio vulgaris	Senecio	Asteraceae
Heriades	Heriades truncorum	oligo	Sonchus arvensis	Sonchus	Asteraceae
Heriades	Heriades truncorum	oligo	Sonchus arvensis	Sonchus	Asteraceae
Heriades	Heriades truncorum	oligo	Symphyotrichum novae-angliae	Symphyotrichum	Asteraceae
Heriades	Heriades truncorum	oligo	Tanacetum vulgare	Tanacetum	Asteraceae
Heriades	Heriades truncorum	oligo	Tripleurospermum perforatum	Tripleurospermum	Asteraceae
Hylaeus	Hylaeus annularis	poly	Matricaria discoidea	Matricaria	Asteraceae
Hylaeus	Hylaeus annularis	poly	Matricaria recutita	Matricaria	Asteraceae
Hylaeus	Hylaeus annularis	poly	Solidago canadensis	Solidago	Asteraceae
Hylaeus	Hylaeus annularis	poly	Solidago canadensis	Solidago	Asteraceae
Hylaeus	Hylaeus brevicornis	poly	Reseda lutea	Reseda	Resedaceae
Hylaeus	Hylaeus communis	poly	Allium montanum	Allium	Amaryllidaceae
Hylaeus	Hylaeus communis	poly	Allium schoenoprasum	Allium	Amaryllidaceae
Hylaeus	Hylaeus communis	poly	Odontites vulgaris	Odontites	Orobanchaceae
Hylaeus	Hylaeus communis	poly	Reseda lutea	Reseda	Resedaceae
Hylaeus	Hylaeus communis	poly	Reseda luteola	Reseda	Resedaceae
Hylaeus	Hylaeus communis	poly	Reseda odorata	Reseda	Resedaceae
Hylaeus	Hylaeus communis	poly	Sinapis arvensis	Sinapis	Brassicaceae
Hylaeus	Hylaeus difformis	poly	Campanula rotundifolia	Campanula	Campanulaceae
Hylaeus	Hylaeus difformis	poly	Echium vulgare	Echium	Boraginaceae
Hylaeus	Hylaeus difformis	poly	Jasione montana	Jasione	Campanulaceae
Hylaeus	Hylaeus difformis	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Hylaeus	Hylaeus difformis	poly	Salvia verticillata	Salvia	Lamiaceae
Hylaeus	Hylaeus difformis	poly	Sedum rupestre	Sedum	Crassulaceae
Hylaeus	Hylaeus difformis	poly	Solidago canadensis	Solidago	Asteraceae
Hylaeus	Hylaeus difformis	poly	Solidago canadensis	Solidago	Asteraceae
Hylaeus	Hylaeus hyalinatus	poly	Reseda lutea	Reseda	Resedaceae
Hylaeus	Hylaeus hyalinatus	poly	Sinapis arvensis	Sinapis	Brassicaceae
Hylaeus	Hylaeus nigritus	oligo	Achillea filipendulina	Achillea	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Achillea millefolium	Achillea	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Anthemis arvensis	Anthemis	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Anthemis arvensis	Anthemis	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Anthemis tinctoria	Anthemis	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Centaurea scabiosa	Centaurea	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Centaurea scabiosa	Centaurea	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Leucanthemum vulgare	Leucanthemum	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Leucanthemum vulgare	Leucanthemum	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Matricaria recutita	Matricaria	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Solidago canadensis	Solidago	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Solidago canadensis	Solidago	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Tanacetum parthenium	Tanacetum	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Tanacetum vulgare	Tanacetum	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Tripleurospermum perforatum	Tripleurospermum	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Leucanthemum vulgare	Leucanthemum	Asteraceae
Hylaeus	Hylaeus nigritus	oligo	Leucanthemum vulgare	Leucanthemum	Asteraceae
Hylaeus	Hylaeus pectoralis	poly	Rubus idaeus	Rubus	Rosaceae
Hylaeus	Hylaeus pectoralis	poly	Rubus idaeus	Rubus	Rosaceae
Hylaeus	Hylaeus pectoralis	poly	Scrophularia nodosa	Scrophularia	Scrophulariaceae
Hylaeus	Hylaeus punctulatissimus	oligo_str	Allium cepa	Allium	Amaryllidaceae
Hylaeus	Hylaeus punctulatissimus	oligo_str	Allium giganteum	Allium	Amaryllidaceae
Hylaeus	Hylaeus punctulatissimus	oligo_str	Allium montanum	Allium	Amaryllidaceae
Hylaeus	Hylaeus punctulatissimus	oligo_str	Allium porrum	Allium	Amaryllidaceae
