genus	species	preference	plant_species	plant_genus	plant_family
Andrena	Andrena aberrans	oligo_str	Chamaecytisus purpureus	Chamaecytisus	Fabaceae
Andrena	Andrena aberrans	oligo_str	Chamaecytisus ratisbonensis	Chamaecytisus	Fabaceae
Andrena	Andrena agilissima	oligo	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena agilissima	oligo	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena agilissima	oligo	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena agilissima	oligo	Bunias orientalis	Bunias	Brassicaceae
Andrena	Andrena agilissima	oligo	Raphanus raphanistrum	Raphanus	Brassicaceae
Andrena	Andrena agilissima	oligo	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena agilissima	oligo	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena alfkenella	poly	Angelica sylvestris	Angelica	Apiaceae
Andrena	Andrena alfkenella	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena alfkenella	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena alfkenella	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena alfkenella	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena alfkenella	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena alfkenella	poly	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena alfkenella	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena alfkenella	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena alfkenella	poly	Pastinaca sativa	Pastinaca	Apiaceae
Andrena	Andrena alfkenella	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena alfkenella	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena alfkenella	poly	Thlaspi arvense	Thlaspi	Brassicaceae
Andrena	Andrena alfkenella	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena angustior	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena angustior	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena angustior	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena angustior	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena anthrisci	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena anthrisci	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena apicata	oligo_str	Salix alba	Salix	Salicaceae
Andrena	Andrena apicata	oligo_str	Salix aurita	Salix	Salicaceae
Andrena	Andrena apicata	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena apicata	oligo_str	Salix cinerea	Salix	Salicaceae
Andrena	Andrena apicata	oligo_str	Salix fragilis	Salix	Salicaceae
Andrena	Andrena apicata	oligo_str	Salix hastata	Salix	Salicaceae
Andrena	Andrena apicata	oligo_str	Salix helvetica	Salix	Salicaceae
Andrena	Andrena argentata	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena argentata	poly	Calluna vulgaris	Calluna	Ericaceae
Andrena	Andrena argentata	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena argentata	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena argentata	poly	Eryngium campestre	Eryngium	Apiaceae
Andrena	Andrena argentata	poly	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena argentata	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena argentata	poly	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena argentata	poly	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena argentata	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena argentata	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena argentata	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena argentata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena argentata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena argentata	poly	Tilia cordata	Tilia	Tiliaceae
Andrena	Andrena assimilis	poly	Centaurea scabiosa	Centaurea	Asteraceae
Andrena	Andrena assimilis	poly	Centaurea scabiosa	Centaurea	Asteraceae
Andrena	Andrena assimilis	poly	Centaurea stoebe	Centaurea	Asteraceae
Andrena	Andrena assimilis	poly	Echium vulgare	Echium	Boraginaceae
Andrena	Andrena assimilis	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena assimilis	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena barbareae	poly	Biscutella laevigata	Biscutella	Brassicaceae
Andrena	Andrena barbareae	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena barbareae	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena barbareae	poly	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena barbilabris	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena barbilabris	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena barbilabris	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena barbilabris	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena barbilabris	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena barbilabris	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena barbilabris	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena barbilabris	poly	Cornus sanguinea	Cornus	Cornaceae
Andrena	Andrena barbilabris	poly	Crataegus monogyna	Crataegus	Rosaceae
Andrena	Andrena barbilabris	poly	Crepis biennis	Crepis	Asteraceae
Andrena	Andrena barbilabris	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena barbilabris	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Andrena	Andrena barbilabris	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena barbilabris	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena barbilabris	poly	Ligustrum vulgare	Ligustrum	Oleaceae
Andrena	Andrena barbilabris	poly	Potentilla spec.	Potentilla	Rosaceae
Andrena	Andrena barbilabris	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena barbilabris	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena barbilabris	poly	Quercus robur	Quercus	Fagaceae
Andrena	Andrena barbilabris	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena barbilabris	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena barbilabris	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena barbilabris	poly	Salix purpurea	Salix	Salicaceae
Andrena	Andrena barbilabris	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena barbilabris	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena barbilabris	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena barbilabris	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena bicolor	poly	Atropa belladonna	Atropa	Solanaceae
Andrena	Andrena bicolor	poly	Barbarea verna	Barbarea	Brassicaceae
Andrena	Andrena bicolor	poly	Berberis vulgaris	Berberis	Berberidaceae
Andrena	Andrena bicolor	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena bicolor	poly	Brassica oleracea	Brassica	Brassicaceae
Andrena	Andrena bicolor	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena bicolor	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena bicolor	poly	Campanula cervicaria	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula glomerata	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula glomerata	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula patula	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula persicifolia	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula poscharskyana	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula rapunculoides	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula rapunculus	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula rotundifolia	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula trachelium	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Campanula trachelium	Campanula	Campanulaceae
Andrena	Andrena bicolor	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena bicolor	poly	Convolvulus arvensis	Convolvulus	Convolvulaceae
Andrena	Andrena bicolor	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena bicolor	poly	Crepis capillaris	Crepis	Asteraceae
Andrena	Andrena bicolor	poly	Geranium robertianum	Geranium	Geraniaceae
Andrena	Andrena bicolor	poly	Geranium sylvaticum	Geranium	Geraniaceae
Andrena	Andrena bicolor	poly	Helleborus foetidus	Helleborus	Ranunculaceae
Andrena	Andrena bicolor	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena bicolor	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena bicolor	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Andrena	Andrena bicolor	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena bicolor	poly	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena bicolor	poly	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena bicolor	poly	Lunaria annua	Lunaria	Brassicaceae
Andrena	Andrena bicolor	poly	Lychnis flos-cuculi	Lychnis	Caryophyllaceae
Andrena	Andrena bicolor	poly	Ornithogalum umbellatum	Ornithogalum	Hyacinthaceae
Andrena	Andrena bicolor	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena bicolor	poly	Primula elatior	Primula	Primulaceae
Andrena	Andrena bicolor	poly	Primula veris	Primula	Primulaceae
Andrena	Andrena bicolor	poly	Primula vulgaris	Primula	Primulaceae
Andrena	Andrena bicolor	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena bicolor	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena bicolor	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena bicolor	poly	Pulmonaria officinalis	Pulmonaria	Boraginaceae
Andrena	Andrena bicolor	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena bicolor	poly	Ranunculus ficaria	Ranunculus	Ranunculaceae
Andrena	Andrena bicolor	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena bicolor	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena bicolor	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena bicolor	poly	Salix aurita	Salix	Salicaceae
Andrena	Andrena bicolor	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena bicolor	poly	Salix cinerea	Salix	Salicaceae
Andrena	Andrena bicolor	poly	Salix purpurea	Salix	Salicaceae
Andrena	Andrena bicolor	poly	Salix repens	Salix	Salicaceae
Andrena	Andrena bicolor	poly	Scilla siberica	Scilla	Hyacinthaceae
Andrena	Andrena bicolor	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena bicolor	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena bicolor	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena bicolor	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena bicolor	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena bicolor	poly	Tussilago farfara	Tussilago	Asteraceae
Andrena	Andrena bicolor	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena bicolor	poly	Veronica officinalis	Veronica	Plantaginaceae
Andrena	Andrena bimaculata	poly	Allium cepa	Allium	Amaryllidaceae
Andrena	Andrena bimaculata	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena bimaculata	poly	Picris hieracioides	Picris	Asteraceae
Andrena	Andrena bimaculata	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena bimaculata	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena bimaculata	poly	Salix spec.	Salix	Salicaceae
Andrena	Andrena bimaculata	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena bimaculata	poly	Sisymbrium officinale	Sisymbrium	Brassicaceae
Andrena	Andrena bimaculata	poly	Spiraea spec.	Spiraea	Rosaceae
Andrena	Andrena bimaculata	poly	Tilia spec.	Tilia	Tiliaceae
Andrena	Andrena bucephala	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena bucephala	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena bucephala	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena bucephala	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena bucephala	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena bucephala	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena bucephala	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena chrysopus	oligo_str	Asparagus officinalis	Asparagus	Asparagaceae
Andrena	Andrena chrysopyga	poly	Achillea millefolium	Achillea	Asteraceae
Andrena	Andrena chrysopyga	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena chrysopyga	poly	Berteroa incana	Berteroa	Brassicaceae
Andrena	Andrena chrysopyga	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena chrysopyga	poly	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena chrysopyga	poly	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena chrysopyga	poly	Plantago lanceolata	Plantago	Plantaginaceae
Andrena	Andrena chrysopyga	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena chrysopyga	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena chrysopyga	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena chrysopyga	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena chrysopyga	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena chrysopyga	poly	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena chrysopyga	poly	Vicia sepium	Vicia	Fabaceae
Andrena	Andrena chrysosceles	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena chrysosceles	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena chrysosceles	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena chrysosceles	poly	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena chrysosceles	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena chrysosceles	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena chrysosceles	poly	Bunias orientalis	Bunias	Brassicaceae
Andrena	Andrena chrysosceles	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena chrysosceles	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena chrysosceles	poly	Cornus sanguinea	Cornus	Cornaceae
Andrena	Andrena chrysosceles	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena chrysosceles	poly	Crepis biennis	Crepis	Asteraceae
Andrena	Andrena chrysosceles	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena chrysosceles	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena chrysosceles	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena chrysosceles	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena chrysosceles	poly	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena chrysosceles	poly	Laserpitium siler	Laserpitium	Apiaceae
Andrena	Andrena chrysosceles	poly	Orlaya grandiflora	Orlaya	Apiaceae
Andrena	Andrena chrysosceles	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena chrysosceles	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena chrysosceles	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena chrysosceles	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena chrysosceles	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena chrysosceles	poly	Salix purpurea	Salix	Salicaceae
Andrena	Andrena chrysosceles	poly	Sedum album	Sedum	Crassulaceae
Andrena	Andrena chrysosceles	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena chrysosceles	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena chrysosceles	poly	Sisymbrium officinale	Sisymbrium	Brassicaceae
Andrena	Andrena chrysosceles	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena chrysosceles	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena chrysosceles	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena chrysosceles	poly	Veronica teucrium	Veronica	Plantaginaceae
Andrena	Andrena cineraria	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena cineraria	poly	Bunias orientalis	Bunias	Brassicaceae
Andrena	Andrena cineraria	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena cineraria	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena cineraria	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena cineraria	poly	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena cineraria	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena cineraria	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena cineraria	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena cineraria	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena cineraria	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena cineraria	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena cineraria	poly	Salix aurita	Salix	Salicaceae
Andrena	Andrena cineraria	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena cineraria	poly	Salix cinerea	Salix	Salicaceae
Andrena	Andrena cineraria	poly	Salix purpurea	Salix	Salicaceae
Andrena	Andrena cineraria	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena cineraria	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena cineraria	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena cineraria	poly	Veronica teucrium	Veronica	Plantaginaceae
Andrena	Andrena clarkella	oligo_str	Salix appendiculata	Salix	Salicaceae
Andrena	Andrena clarkella	oligo_str	Salix aurita	Salix	Salicaceae
Andrena	Andrena clarkella	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena clarkella	oligo_str	Salix cinerea	Salix	Salicaceae
Andrena	Andrena clarkella	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena clarkella	oligo_str	Salix repens	Salix	Salicaceae
Andrena	Andrena clarkella	oligo_str	Salix viminalis	Salix	Salicaceae
Andrena	Andrena coitana	poly	Angelica sylvestris	Angelica	Apiaceae
Andrena	Andrena coitana	poly	Campanula rotundifolia	Campanula	Campanulaceae
Andrena	Andrena coitana	poly	Campanula trachelium	Campanula	Campanulaceae
Andrena	Andrena coitana	poly	Campanula trachelium	Campanula	Campanulaceae
Andrena	Andrena coitana	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena coitana	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena coitana	poly	Centaurea nigra	Centaurea	Asteraceae
Andrena	Andrena coitana	poly	Centaurea nigra	Centaurea	Asteraceae
Andrena	Andrena coitana	poly	Centaurea scabiosa	Centaurea	Asteraceae
Andrena	Andrena coitana	poly	Centaurea scabiosa	Centaurea	Asteraceae
Andrena	Andrena coitana	poly	Cichorium intybus	Cichorium	Asteraceae
Andrena	Andrena coitana	poly	Cirsium vulgare	Cirsium	Asteraceae
Andrena	Andrena coitana	poly	Crepis spec.	Crepis	Asteraceae
Andrena	Andrena coitana	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena coitana	poly	Dianthus carthusianorum	Dianthus	Caryophyllaceae
Andrena	Andrena coitana	poly	Euphrasia rostkoviana	Euphrasia	Orobanchaceae
Andrena	Andrena coitana	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena coitana	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena coitana	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena coitana	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena coitana	poly	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena coitana	poly	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena coitana	poly	Picris hieracioides	Picris	Asteraceae
Andrena	Andrena coitana	poly	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena coitana	poly	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena coitana	poly	Potentilla erecta	Potentilla	Rosaceae
Andrena	Andrena coitana	poly	Salvia nemorosa	Salvia	Lamiaceae
Andrena	Andrena combinata	poly	Achillea millefolium	Achillea	Asteraceae
Andrena	Andrena combinata	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena combinata	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena combinata	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena combinata	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena combinata	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena combinata	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena combinata	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena combinata	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena combinata	poly	Onobrychis viciifolia	Onobrychis	Fabaceae
Andrena	Andrena combinata	poly	Plantago major	Plantago	Plantaginaceae
Andrena	Andrena combinata	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena combinata	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena combinata	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena combinata	poly	Sedum acre	Sedum	Crassulaceae
Andrena	Andrena combinata	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena combinata	poly	Trifolium montanum	Trifolium	Fabaceae
Andrena	Andrena congruens	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena congruens	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena congruens	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena congruens	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena congruens	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena congruens	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena congruens	poly	Medicago sativa	Medicago	Fabaceae
Andrena	Andrena congruens	poly	Plantago major	Plantago	Plantaginaceae
Andrena	Andrena congruens	poly	Quercus robur	Quercus	Fagaceae
Andrena	Andrena congruens	poly	Ranunculus ficaria	Ranunculus	Ranunculaceae
Andrena	Andrena congruens	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena congruens	poly	Valeriana officinalis	Valeriana	Valerianaceae
Andrena	Andrena curvungula	oligo	Phyteuma orbiculare	Phyteuma	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula glomerata	Campanula	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula glomerata	Campanula	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula patula	Campanula	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula persicifolia	Campanula	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula poscharskyana	Campanula	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula rapunculus	Campanula	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula rotundifolia	Campanula	Campanulaceae
Andrena	Andrena curvungula	oligo_str	Campanula sibirica	Campanula	Campanulaceae
Andrena	Andrena decipiens	poly	Medicago sativa	Medicago	Fabaceae
Andrena	Andrena decipiens	poly	Melilotus albus	Melilotus	Fabaceae
Andrena	Andrena decipiens	poly	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena decipiens	poly	Trifolium repens	Trifolium	Fabaceae
Andrena	Andrena decipiens	poly	Vicia sepium	Vicia	Fabaceae
Andrena	Andrena denticulata	oligo	Achillea millefolium	Achillea	Asteraceae
Andrena	Andrena denticulata	oligo	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena denticulata	oligo	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena denticulata	oligo	Centaurea stoebe	Centaurea	Asteraceae
Andrena	Andrena denticulata	oligo	Cichorium intybus	Cichorium	Asteraceae
Andrena	Andrena denticulata	oligo	Cirsium vulgare	Cirsium	Asteraceae
Andrena	Andrena denticulata	oligo	Hieracium umbellatum	Hieracium	Asteraceae
Andrena	Andrena denticulata	oligo	Hieracium umbellatum	Hieracium	Asteraceae
Andrena	Andrena denticulata	oligo	Hypochaeris radicata	Hypochaeris	Asteraceae
Andrena	Andrena denticulata	oligo	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena denticulata	oligo	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena denticulata	oligo	Picris hieracioides	Picris	Asteraceae
Andrena	Andrena denticulata	oligo	Pulicaria dysenterica	Pulicaria	Asteraceae
Andrena	Andrena denticulata	oligo	Senecio jacobaea	Senecio	Asteraceae
Andrena	Andrena denticulata	oligo	Senecio jacobaea	Senecio	Asteraceae
Andrena	Andrena denticulata	oligo	Senecio vulgaris	Senecio	Asteraceae
Andrena	Andrena denticulata	oligo	Senecio vulgaris	Senecio	Asteraceae
Andrena	Andrena denticulata	oligo	Solidago canadensis	Solidago	Asteraceae
Andrena	Andrena denticulata	oligo	Solidago canadensis	Solidago	Asteraceae
Andrena	Andrena denticulata	oligo	Solidago virgaurea	Solidago	Asteraceae
Andrena	Andrena denticulata	oligo	Solidago virgaurea	Solidago	Asteraceae
Andrena	Andrena denticulata	oligo	Tanacetum vulgare	Tanacetum	Asteraceae
Andrena	Andrena distinguenda	oligo	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena distinguenda	oligo	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena distinguenda	oligo	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena distinguenda	oligo	Capsella bursa-pastoris	Capsella	Brassicaceae
Andrena	Andrena distinguenda	oligo	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena distinguenda	oligo	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena distinguenda	oligo	Raphanus raphanistrum	Raphanus	Brassicaceae
Andrena	Andrena distinguenda	oligo	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena dorsata	poly	Achillea millefolium	Achillea	Asteraceae
Andrena	Andrena dorsata	poly	Alyssum montanum	Alyssum	Brassicaceae
Andrena	Andrena dorsata	poly	Alyssum saxatile	Alyssum	Brassicaceae
Andrena	Andrena dorsata	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena dorsata	poly	Berteroa incana	Berteroa	Brassicaceae
Andrena	Andrena dorsata	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena dorsata	poly	Brassica rapa	Brassica	Brassicaceae
