species,family,range.size,conserv.europe,conserv.eu,OWS_egg,OWS_larvae,OWS_pupae,OWS_adult,GEN_Average,GEN_Min,GEN_Max,GEN_Range,WSP_Female_average,WSP_Female_range,HSI,LEV_buried,LEV_ground_layer,LEV_field_layer,LEV_shrub_layer,LEV_canopy_layer,ELT_single,ELT_small_batch,ELT_large_batch,ALT_Min,ALT_Range,FM_Average,FM_Range,AFB_herb/flower,AFB_grass,AFB_shrub_flower,AFB_honeydew,AFB_sap,AFB_animal,AFB_mineral
Borbo_borbonica,Hesperiidae,1,NA,NA,0,1,0,0,2.5,2,3,1,29,2,0.333,0,1,1,0,0,1,0,0,0,100,4.5,1,1,0,0,0,0,0,0
Brenthis_daphne,Nymphalidae,323,5,5,1,1,0,0,1,1,1,0,47,10,0.447,0,0,0,1,0,1,0,0,0,2300,3.5,1,1,0,1,0,0,0,0
Brenthis_hecate,Nymphalidae,190,5,5,1,0,0,0,1,1,1,0,40,8,0.408,0,0,1,0,0,1,0,0,25,2275,3,0,1,0,0,0,0,0,0
Brenthis_ino,Nymphalidae,699,5,5,1,1,0,0,1,1,1,0,37,8,0.204,0,1,1,0,0,1,1,0,0,2000,2.5,1,1,0,1,0,0,0,0
Brintesia_circe,Nymphalidae,416,5,5,0,1,0,0,1,1,1,0,73,14,0.204,0,1,1,0,0,0,1,0,0,2300,4.5,3,1,0,0,0,1,1,1
Cacyreus_marshalli,Lycaenidae,33,NA,NA,0,1,1,0,3,3,3,0,23.5,5,1,NA,NA,NA,NA,NA,1,0,0,0,1500,8,0,1,0,0,0,0,0,0
Callophrys_avis,Lycaenidae,37,5,5,0,0,1,0,1,1,1,0,35.5,3,0.25,NA,NA,NA,NA,NA,1,0,0,100,900,3,0,1,0,0,0,0,0,0
Callophrys_rubi,Lycaenidae,1192,5,5,0,0,1,0,1.25,1,1.5,0.5,23,6,0.033,0,1,1,1,0,1,0,0,0,2300,6,2,1,0,1,1,0,0,0
Carcharodus_alceae,Hesperiidae,615,5,5,0,1,0,0,2.5,2,3,1,30,8,0.167,0,0,1,0,0,1,0,0,0,3000,8,4,1,0,0,0,0,0,0
Carcharodus_baeticus,Hesperiidae,56,5,5,0,1,0,0,2.5,2,3,1,30,4,0.408,0,1,1,0,0,1,0,0,500,1100,4,4,1,0,0,0,0,0,1
Carcharodus_floccifera,Hesperiidae,277,4,5,0,1,0,0,1.5,1,2,1,30,4,0.174,0,0,1,0,0,1,0,0,0,2000,4.5,1,1,0,0,0,0,0,1
Carcharodus_lavatherae,Hesperiidae,146,4,4,0,1,0,0,1,1,1,0,31,6,0.408,0,1,1,0,0,1,0,0,0,1600,4,2,1,0,0,0,0,0,1
Carcharodus_orientalis,Hesperiidae,54,5,5,NA,NA,NA,NA,2.5,2,3,1,29,2,0.577,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,4.5,1,NA,NA,NA,NA,NA,NA,NA
Carcharodus_stauderi,Hesperiidae,2,NA,NA,NA,NA,NA,NA,3,3,3,0,30,4,0.289,NA,NA,NA,NA,NA,NA,NA,NA,700,1700,8,0,NA,NA,NA,NA,NA,NA,NA
Carcharodus_tripolinus,Hesperiidae,NA,5,5,NA,NA,NA,NA,3,3,3,0,30,8,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2500,7,0,NA,NA,NA,NA,NA,NA,NA
Carterocephalus_palaemon,Hesperiidae,585,5,5,0,1,0,0,1,1,1,0,27,6,0.126,0,0,1,0,0,1,0,0,0,1800,2.5,1,1,0,0,0,0,0,0
Carterocephalus_silvicola,Hesperiidae,222,5,5,0,1,0,0,1,1,1,0,25,6,0.2,0,0,1,0,0,1,0,0,0,500,2.5,1,1,0,0,0,0,0,0
Catopsilia_florella,Pieridae,NA,NA,NA,1,1,1,1,3,3,3,0,50,10,NA,0,0,0,1,1,1,1,0,0,2000,11,2,NA,NA,NA,NA,NA,NA,NA
Celastrina_argiolus,Lycaenidae,1190,5,5,0,0,1,0,1.75,1,2.5,1.5,27,10,0.02,0,0,0,1,1,1,0,0,0,1900,7,0,1,0,1,1,0,0,0
Charaxes_jasius,Nymphalidae,127,5,5,0,1,0,0,1.5,1,2,1,79.5,7,0.102,0,0,0,0,1,1,1,0,0,2400,6.5,3,0,0,0,0,0,1,1
Chazara_briseis,Nymphalidae,353,4,4,0,1,0,0,1,1,1,0,55,26,0.333,0,1,1,0,0,1,1,0,0,2500,4,4,1,0,0,0,0,1,1
Chazara_prieuri,Nymphalidae,8,5,5,0,1,0,0,1,1,1,0,60,12,1,NA,NA,NA,NA,NA,NA,NA,NA,900,1100,2,0,1,0,0,0,0,0,0
Coenonympha_arcania,Nymphalidae,736,5,5,0,1,0,0,1.25,1,1.5,0.5,37,6,0.169,0,0,1,0,0,1,1,0,0,2300,3.5,3,1,0,1,0,0,0,0
Coenonympha_corinna,Nymphalidae,17,5,5,0,1,0,0,2.25,1.5,3,1.5,29,2,0.577,NA,NA,NA,NA,NA,1,0,0,0,2000,4.5,1,1,0,0,0,0,0,0
Coenonympha_dorus,Nymphalidae,107,5,5,0,1,0,0,1,1,1,0,31,6,0.169,0,0,1,0,0,1,0,0,100,1600,3,0,1,0,0,0,0,1,0
Coenonympha_gardetta,Nymphalidae,61,5,5,0,1,0,0,1,1,1,0,31,2,0.577,NA,NA,NA,NA,NA,1,1,0,800,2200,4,0,1,0,0,0,0,0,0
Coenonympha_glycerion,Nymphalidae,574,5,5,0,1,0,0,1.5,1,2,1,28,6,0.258,0,0,1,0,0,1,0,0,200,2200,3,0,1,0,0,0,0,1,0
Coenonympha_hero,Nymphalidae,173,3,3,0,1,0,0,1,1,1,0,30,4,0.154,0,0,1,0,0,1,0,0,0,800,3.5,3,1,0,1,0,0,0,0
Coenonympha_leander,Nymphalidae,27,5,5,0,1,0,0,1,1,1,0,33,2,0.5,0,0,1,0,0,1,0,0,0,2100,3.5,3,1,0,0,0,0,0,0
Coenonympha_oedippus,Nymphalidae,52,2,5,0,1,0,0,1,1,1,0,38,8,0.258,0,0,1,0,0,1,0,0,0,500,3,0,1,0,1,1,0,0,0
Coenonympha_orientalis,Nymphalidae,11,3,NA,NA,NA,NA,NA,1,1,1,0,30.5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,800,1200,3,0,NA,NA,NA,NA,NA,NA,NA
Coenonympha_pamphilus,Nymphalidae,1371,5,5,0,1,0,0,2,1,3,2,28,10,0.096,0,0,1,0,0,1,0,0,0,2700,7,6,1,0,0,0,0,0,0
Coenonympha_rhodopensis,Nymphalidae,39,5,5,0,1,0,0,1,1,1,0,33,2,0.354,0,0,1,0,0,1,0,0,750,1750,2.5,1,1,0,0,0,0,0,0
Coenonympha_thyrsis,Nymphalidae,9,5,5,0,1,0,0,2,1,3,2,32,14,0.289,0,0,1,0,0,NA,NA,NA,0,1800,5,4,1,0,0,0,0,0,0
Coenonympha_tullia,Nymphalidae,553,5,5,0,1,0,0,1,1,1,0,31.5,11,0.115,0,0,1,0,0,1,0,0,0,1400,2,2,1,0,1,0,0,0,0
Colias_alfacariensis,Pieridae,494,5,5,0,1,0,0,2.5,2,3,1,43.5,3,0.167,0,1,1,0,0,1,0,0,0,2600,6.5,1,1,0,0,0,0,0,0
Colias_aurorina,Pieridae,14,5,5,0,1,0,0,1,1,1,0,55,2,0.577,0,0,1,0,0,1,0,0,450,1950,5,0,0,0,1,0,0,0,0
Colias_caucasica,Pieridae,13,5,5,0,1,0,0,1,1,1,0,52,4,0.707,0,0,1,0,0,1,0,0,900,1400,3,0,1,0,0,0,0,0,0
Colias_chrysotheme,Pieridae,36,3,3,0,1,0,0,2.5,2,3,1,44,8,0.408,0,1,1,0,0,1,0,0,0,1500,7,0,1,0,0,0,0,0,0
Colias_crocea,Pieridae,1028,5,5,0,1,1,0,3,3,3,0,48,12,0.041,0,0,1,0,0,1,0,0,0,3000,7,4,1,0,0,0,0,0,1
Colias_erate,Pieridae,138,5,5,0,1,1,0,2.5,2,3,1,49,6,0.113,NA,NA,NA,NA,NA,1,0,0,0,2000,4.5,1,NA,NA,NA,NA,NA,NA,NA
Colias_hecla,Pieridae,24,4,4,0,1,1,0,1,1,1,0,43,8,0.177,0,1,0,0,0,1,1,0,0,900,3,0,1,0,0,0,0,0,0
Colias_hyale,Pieridae,682,5,5,0,1,1,0,2.5,2,3,1,45,10,0.204,0,1,1,0,0,1,0,0,0,1800,6.5,1,1,0,0,0,0,0,0
Colias_myrmidone,Pieridae,94,2,1,0,1,0,0,2.5,2,3,1,47,6,0.316,0,0,1,0,0,1,0,0,0,500,5.5,1,1,0,0,0,0,0,0
Colias_palaeno,Pieridae,417,5,5,1,1,0,0,1,1,1,0,47,10,0.707,0,1,1,0,0,1,0,0,0,2500,3,0,1,0,1,0,0,0,0
Colias_phicomone,Pieridae,83,4,4,0,1,0,0,1.25,1,1.5,0.5,45,10,0.169,0,1,0,0,0,1,0,0,900,1600,3.5,1,1,0,0,0,0,0,0
Colias_tyche,Pieridae,6,5,5,0,1,0,0,1,1,1,0,45,10,0.289,0,1,0,0,0,1,0,0,0,700,3,0,1,0,0,0,0,0,0
Colotis_evagore,Pieridae,10,NA,NA,0,0,1,0,3,3,3,0,33,6,0.707,0,0,1,0,0,1,0,0,0,400,9,0,1,0,1,0,0,0,0
Cupido_alcetas,Lycaenidae,146,5,5,0,1,0,0,2.5,2,3,1,29,6,0.183,0,0,1,0,0,1,0,0,0,1000,7,0,1,0,0,0,0,0,0
Cupido_argiades,Lycaenidae,478,5,5,0,1,0,0,2,2,2,0,29,2,0.072,0,0,1,0,0,1,0,0,0,1600,6,0,1,0,0,0,0,0,0
Cupido_decoloratus,Lycaenidae,67,4,5,0,1,1,0,2.5,2,3,1,25,2,0.258,0,0,1,0,0,NA,NA,NA,0,1200,5,0,1,0,0,0,0,0,0
Cupido_lorquinii,Lycaenidae,17,5,5,0,0,1,0,1,1,1,0,25,6,1,0,0,1,0,0,NA,NA,NA,100,1900,3,0,1,0,0,0,0,0,1
Cupido_minimus,Lycaenidae,753,5,5,0,1,0,0,1.5,1,2,1,23,4,0.105,0,0,1,0,0,1,0,0,0,2800,6,0,1,0,0,0,0,1,1
Cupido_osiris,Lycaenidae,131,5,5,0,1,0,0,1.5,1,2,1,27,6,0.289,0,0,1,0,0,1,0,0,200,1800,6,0,1,0,0,0,0,0,1
Cyaniris_semiargus,Lycaenidae,930,5,5,0,1,0,0,1.25,1,1.5,0.5,29,8,0.169,0,0,1,0,0,1,0,0,0,2400,6,0,1,0,0,0,0,0,0
Cyclyrius_webbianus,Lycaenidae,NA,5,5,1,1,1,1,3,3,3,0,27.5,5,0.289,0,0,1,0,0,0,1,0,200,3300,NA,NA,1,0,0,0,0,0,0
Danaus_chrysippus,Nymphalidae,38,NA,NA,1,1,1,1,3,3,3,0,70,20,0.354,0,0,1,0,0,NA,NA,NA,0,1100,10.5,3,1,0,0,0,0,0,0
Danaus_plexippus,Nymphalidae,15,NA,NA,0,0,0,1,3,3,3,0,95.5,13,0.5,0,0,1,0,0,1,0,0,0,400,11,2,1,0,1,0,0,0,0
Erebia_aethiopella,Nymphalidae,10,5,5,0,1,0,0,1,1,1,0,38,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1800,800,2,0,NA,NA,NA,NA,NA,NA,NA
Erebia_aethiops,Nymphalidae,326,5,5,0,1,0,0,1,1,1,0,47,10,0.043,0,1,1,0,0,1,0,0,0,2000,3.5,1,1,0,0,0,0,0,0
Erebia_albergana,Nymphalidae,65,5,5,0,1,0,0,1,1,1,0,43,6,0.333,NA,NA,NA,NA,NA,NA,NA,NA,900,1300,3,0,1,0,0,0,0,0,1
Erebia_calcarius,Nymphalidae,9,5,5,0,1,0,0,1,1,1,0,38,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1600,0,3,0,1,0,0,0,0,0,0
Erebia_cassioides,Nymphalidae,65,5,5,0,1,0,0,1,1,1,0,37,6,1,0,1,1,0,0,1,0,0,1500,1100,3,2,1,0,0,0,0,0,1
Erebia_christi,Nymphalidae,1,3,3,0,1,0,0,0.5,0.5,0.5,0,38,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1300,800,2.5,1,1,0,0,0,0,0,1
Erebia_claudina,Nymphalidae,8,4,4,0,1,0,0,0.75,0.5,1,0.5,35,2,0.5,0,0,1,0,0,NA,NA,NA,1400,900,3,2,1,0,0,0,0,0,0
Erebia_disa,Nymphalidae,36,5,5,0,1,0,0,0.5,0.5,0.5,0,45.5,7,0.577,NA,NA,NA,NA,NA,NA,NA,NA,300,200,2,0,NA,NA,NA,NA,NA,NA,NA
Erebia_embla,Nymphalidae,123,5,5,NA,NA,NA,NA,1,1,1,0,47.5,7,0.224,0,0,1,0,0,NA,NA,NA,100,300,2,0,NA,NA,NA,NA,NA,NA,NA
Erebia_epiphron,Nymphalidae,137,5,5,0,1,0,0,0.75,0.5,1,0.5,38,8,0.224,0,0,1,0,0,1,0,0,350,2350,2.5,1,1,0,0,0,0,0,0
Erebia_epistygne,Nymphalidae,24,4,4,0,1,0,0,1,1,1,0,47,6,1,NA,NA,NA,NA,NA,NA,NA,NA,400,1150,3,0,1,0,0,0,0,0,0
Erebia_eriphyle,Nymphalidae,34,5,5,1,1,0,0,0.5,0.5,0.5,0,34,4,0.5,0,0,1,0,0,NA,NA,NA,1200,1050,3,0,1,0,0,0,0,0,0
Erebia_euryale,Nymphalidae,203,5,5,1,1,0,0,0.75,0.5,1,0.5,44,4,0.096,0,0,1,0,0,1,0,0,600,1900,3,2,1,0,0,0,0,0,0
Erebia_flavofasciata,Nymphalidae,5,4,4,0,1,0,0,0.5,0.5,0.5,0,35,2,1,NA,NA,NA,NA,NA,1,0,0,1800,800,3,0,1,0,0,0,0,0,0
Erebia_gorge,Nymphalidae,92,5,5,0,1,0,0,0.5,0.5,0.5,0,37,6,0.316,0,0,1,0,0,NA,NA,NA,1600,1500,3,0,NA,NA,NA,NA,NA,NA,NA
Erebia_gorgone,Nymphalidae,13,5,5,0,1,0,0,1,1,1,0,41,2,0.577,NA,NA,NA,NA,NA,NA,NA,NA,1500,950,2,0,1,0,0,0,0,0,0
Erebia_hispania,Nymphalidae,17,5,5,0,1,0,0,1,1,1,0,38,8,1,NA,NA,NA,NA,NA,NA,NA,NA,1650,1250,2.5,1,1,0,0,0,0,0,1
Erebia_lefebvrei,Nymphalidae,12,5,5,0,1,0,0,1,1,1,0,44,8,0.707,NA,NA,NA,NA,NA,1,0,0,1600,1400,3,0,NA,NA,NA,NA,NA,NA,NA
Erebia_ligea,Nymphalidae,564,5,5,1,1,0,0,0.75,0.5,1,0.5,41,10,0.183,0,1,1,0,0,1,0,0,0,2500,3,2,1,0,0,0,0,0,1
Erebia_manto,Nymphalidae,89,5,5,1,1,0,0,0.5,0.5,0.5,0,39,10,0.316,0,0,1,0,0,1,0,0,900,1600,3,0,1,0,0,0,0,0,0
Erebia_medusa,Nymphalidae,361,5,5,0,1,0,0,0.75,0.5,1,0.5,38,8,0.224,0,1,1,0,0,1,0,0,200,2350,3.5,1,1,0,0,0,0,0,0
Erebia_melampus,Nymphalidae,56,5,5,0,1,0,0,1,1,1,0,33,6,0.289,NA,NA,NA,NA,NA,NA,NA,NA,800,1600,3,0,1,0,0,0,0,0,0
Erebia_melas,Nymphalidae,31,5,5,0,1,0,0,1,1,1,0,45,6,1,NA,NA,NA,NA,NA,NA,NA,NA,200,2600,3.5,1,1,0,0,0,0,0,0
Erebia_meolans,Nymphalidae,139,5,5,0,1,0,0,1,1,1,0,46,16,0.2,0,1,1,0,0,1,0,0,150,2250,4,0,1,0,0,0,0,0,0
Erebia_mnestra,Nymphalidae,22,5,5,0,1,0,0,0.75,0.5,1,0,36,4,0.5,0,0,1,0,0,NA,NA,NA,1500,1100,2,0,1,0,0,0,0,0,0
Erebia_montana,Nymphalidae,38,5,5,0,1,0,0,1,1,1,0,47,6,0.354,0,1,0,0,0,NA,NA,NA,1100,1400,3,0,1,0,0,0,0,0,0
Erebia_neoridas,Nymphalidae,48,5,5,0,1,0,0,1,1,1,0,41,10,0.289,0,0,1,0,0,1,0,0,500,1100,2.5,1,1,0,0,0,0,0,0
Erebia_nivalis,Nymphalidae,14,5,5,0,1,0,0,0.5,0.5,0.5,0,32,4,1,NA,NA,NA,NA,NA,1,0,0,2100,500,1.5,1,1,0,0,0,0,0,0
Erebia_oeme,Nymphalidae,89,5,5,0,1,0,0,0.75,0.5,1,0.5,42,8,0.1,0,1,1,0,0,1,0,0,800,1800,3,0,1,0,0,0,0,0,0
Erebia_orientalis,Nymphalidae,5,5,5,0,1,0,0,1,1,1,0,30.5,3,0.289,NA,NA,NA,NA,NA,NA,NA,NA,1800,800,2.5,1,1,0,0,0,0,0,0
Erebia_ottomana,Nymphalidae,42,5,5,0,1,0,0,1,1,1,0,39,10,0.707,NA,NA,NA,NA,NA,NA,NA,NA,450,2150,3,2,1,0,0,0,0,0,0
Erebia_palarica,Nymphalidae,5,5,5,NA,NA,NA,NA,1,1,1,0,58,4,0.289,0,1,1,0,0,0,1,0,1000,650,3,0,1,0,0,0,0,0,0
Erebia_pandrose,Nymphalidae,194,5,5,0,1,0,0,0.5,0.5,0.5,0,40,10,0.192,0,1,1,0,0,1,0,0,0,3100,2.5,1,1,1,0,0,0,0,0
Erebia_pharte,Nymphalidae,59,5,5,0,1,0,0,0.5,0.5,0.5,0,36,8,0.167,NA,NA,NA,NA,NA,NA,NA,NA,1000,1500,2,0,1,0,0,0,0,0,0
Erebia_pluto,Nymphalidae,51,5,5,0,1,0,0,0.75,0.5,1,0.5,45,10,0.354,0,1,1,0,0,1,0,0,1600,1600,2.5,1,NA,NA,NA,NA,NA,NA,NA
Erebia_polaris,Nymphalidae,16,5,5,0,1,0,0,0.75,0.5,1,0.5,39,10,0.25,0,0,1,0,0,1,0,0,0,400,1.5,1,NA,NA,NA,NA,NA,NA,NA
Erebia_pronoe,Nymphalidae,81,5,5,0,1,0,0,1,1,1,0,46,8,0.707,NA,NA,NA,NA,NA,NA,NA,NA,900,1900,3.5,1,1,0,0,0,0,0,0
Erebia_rhodopensis,Nymphalidae,10,5,5,0,1,0,0,1,1,1,0,36.5,3,0.577,NA,NA,NA,NA,NA,NA,NA,NA,1400,1200,1.5,1,1,0,0,0,0,0,0
Erebia_rondoui,Nymphalidae,NA,5,5,0,1,0,0,1,1,1,0,38,8,1,NA,NA,NA,NA,NA,NA,NA,NA,1500,1000,2,0,1,0,0,0,0,0,0
Erebia_scipio,Nymphalidae,9,5,5,0,1,0,0,0.75,0.5,1,0.5,48,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1200,1300,2,0,1,0,0,0,0,0,0
Erebia_sthennyo,Nymphalidae,10,5,5,0,1,0,0,1,1,1,0,42,4,0.577,NA,NA,NA,NA,NA,NA,NA,NA,1700,800,2.5,1,NA,NA,NA,NA,NA,NA,NA
Erebia_stiria,Nymphalidae,17,5,5,0,1,0,0,1,1,1,0,49,6,0.408,NA,NA,NA,NA,NA,NA,NA,NA,300,1500,3,0,1,0,0,0,0,0,0
Erebia_styx,Nymphalidae,25,5,5,0,1,0,0,0.75,0.5,1,0.5,51,10,0.707,NA,NA,NA,NA,NA,NA,NA,NA,200,2000,3,0,1,0,0,0,0,0,0
Erebia_sudetica,Nymphalidae,13,3,3,0,1,0,0,1,1,1,0,28.5,3,1,NA,NA,NA,NA,NA,1,0,0,600,1600,2.5,1,1,0,0,0,0,0,0
Erebia_triarius,Nymphalidae,72,5,5,0,1,0,0,1,1,1,0,47,6,0.289,0,1,1,0,0,NA,NA,NA,400,2100,4,0,1,0,0,0,0,0,1
Erebia_tyndarus,Nymphalidae,25,5,5,0,1,0,0,1,1,1,0,35,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1200,1500,3,2,1,0,0,0,0,0,0
Erebia_zapateri,Nymphalidae,6,5,5,0,1,0,0,1,1,1,0,38,4,0.289,NA,NA,NA,NA,NA,NA,NA,NA,1000,650,3.5,1,1,0,0,0,0,0,0
Erynnis_marloyi,Hesperiidae,31,5,5,0,1,0,0,2,1,3,2,31,6,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2100,6,4,1,0,0,0,0,0,0
Erynnis_tages,Hesperiidae,842,5,5,0,1,0,0,1.5,1,2,1,30,4,0.129,0,0,1,0,0,1,0,0,0,2000,4,4,1,0,0,0,0,0,0
Euchloe_ausonia,Pieridae,352,5,5,0,0,1,0,2,1,3,2,44,8,0.126,0,0,1,0,0,1,0,0,0,1900,5,2,1,0,0,0,0,0,0
Euchloe_bazae,Pieridae,5,3,3,0,0,1,0,1.5,1,2,1,34,4,0.5,0,1,0,0,0,1,1,0,0,800,4,0,1,0,0,0,0,0,0
Euchloe_belemia,Pieridae,63,5,5,0,0,1,0,2,2,2,0,40,8,0.354,0,1,0,0,0,1,0,0,0,1500,5,0,1,0,0,0,0,0,0
Euchloe_charlonia,Pieridae,NA,5,5,0,0,1,0,2.5,2,3,1,34,4,0.036,0,1,1,0,0,1,1,0,0,3000,8.5,1,1,0,0,0,0,0,0
Euchloe_crameri,Pieridae,197,5,5,0,0,1,0,1.5,1,2,1,44,8,0.154,0,0,1,0,0,1,0,0,NA,NA,3,0,1,0,0,0,0,0,0
Euchloe_eversi,Pieridae,NA,5,5,0,0,1,0,2,2,2,0,40,8,0.289,NA,NA,NA,NA,NA,1,0,0,1700,800,4,0,1,0,0,0,0,0,0
Euchloe_grancanariensis,Pieridae,NA,5,5,NA,NA,NA,NA,2,2,2,0,40,8,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1900,7,0,NA,NA,NA,NA,NA,NA,NA
Euchloe_hesperidum,Pieridae,NA,5,5,NA,NA,NA,NA,2,2,2,0,40,8,0.289,NA,NA,NA,NA,NA,NA,NA,NA,0,400,6,0,1,0,0,0,0,0,0
Euchloe_insularis,Pieridae,16,5,5,0,0,1,0,1.75,1.5,2,0.5,34.5,3,0.25,0,0,1,0,0,1,0,0,0,1300,5,0,1,0,0,0,0,0,0
Euchloe_penia,Pieridae,14,5,5,0,0,1,0,1.5,1,2,1,34,4,0.408,0,1,1,0,0,1,0,0,0,2100,5,0,1,0,0,0,0,0,0
Euchloe_simplonia,Pieridae,32,5,5,0,0,1,0,0.75,0.5,1,0.5,43,6,0.333,0,1,1,0,0,1,1,0,1000,1400,4,0,1,0,0,0,0,0,0
Euchloe_tagis,Pieridae,56,5,5,0,0,1,0,1,1,1,0,35,10,0.577,0,1,1,1,0,1,0,0,0,1600,3,0,1,0,0,0,0,0,0
Eumedonia_eumedon,Lycaenidae,441,5,5,0,1,0,0,1,1,1,0,28,8,0.218,0,1,1,0,0,1,0,0,0,2400,4,0,1,0,0,0,0,0,0
Euphydryas_aurinia,Nymphalidae,538,5,5,0,1,0,0,1,1,1,0,36.5,13,0.102,0,1,1,0,0,0,0,1,0,2600,3.5,3,1,0,0,0,0,0,0
Euphydryas_cynthia,Nymphalidae,58,5,5,0,1,0,0,0.75,0.5,1,0.5,37,10,0.289,0,1,1,0,0,0,1,1,900,2200,3,0,1,0,0,0,0,0,0
Euphydryas_desfontainii,Nymphalidae,41,4,4,0,1,0,0,1,1,1,0,46,12,1,0,0,1,0,0,0,0,1,0,2800,3,0,1,0,0,0,0,0,0
Euphydryas_iduna,Nymphalidae,24,4,4,0,1,0,0,1,1,1,0,41,8,0.316,0,0,1,0,0,0,1,0,300,400,2,0,NA,NA,NA,NA,NA,NA,NA
Euphydryas_intermedia,Nymphalidae,28,5,5,0,1,0,0,0.75,0.5,1,0.5,40,4,0.577,0,1,0,1,0,0,1,1,1400,1000,3,0,1,0,0,0,0,0,0
Euphydryas_maturna,Nymphalidae,210,3,5,0,1,1,0,0.75,0.5,1,0.5,41.5,9,0.046,0,0,1,1,1,0,0,1,100,900,2.5,1,1,0,0,1,0,0,0
Fabriciana_adippe,Nymphalidae,888,5,5,1,1,0,0,1,1,1,0,53.5,9,0.5,0,0,1,0,0,1,0,0,0,2300,3.5,3,1,0,1,0,0,0,1
Fabriciana_elisa,Nymphalidae,8,5,5,1,1,0,0,1,1,1,0,49,6,1,0,0,1,0,0,1,0,0,400,1600,3,0,1,0,0,0,0,0,0
Fabriciana_niobe,Nymphalidae,646,5,4,1,1,0,0,1,1,1,0,49.5,9,0.408,0,1,1,0,0,1,0,0,0,2500,2.5,3,1,0,0,0,0,0,0
Favonius_quercus,Lycaenidae,777,5,5,1,0,0,0,1,1,1,0,32,6,0.408,0,0,0,0,1,1,0,0,0,2000,5,2,0,0,0,1,0,1,1
Freyeria_trochylus,Lycaenidae,19,5,5,NA,NA,NA,NA,3,3,3,0,16.5,3,0.707,NA,NA,NA,NA,NA,NA,NA,NA,0,1000,8,0,1,0,0,0,0,0,0
Gegenes_nostrodamus,Hesperiidae,65,5,5,1,1,1,1,3,3,3,0,32,4,0.289,0,0,1,0,0,1,0,0,0,1900,9,0,1,0,0,0,0,0,1
Gegenes_pumilio,Hesperiidae,76,5,5,0,1,0,0,3,3,3,0,32,4,0.354,0,0,1,0,0,1,0,0,0,1800,9,0,1,0,0,0,0,0,0
Glaucopsyche_alexis,Lycaenidae,609,5,5,0,0,1,0,1,1,1,0,29,8,0.065,0,0,1,0,0,1,0,0,0,1900,5,0,1,0,0,0,0,1,1
Glaucopsyche_melanops,Lycaenidae,103,5,5,0,0,1,0,1,1,1,0,27,10,0.224,0,0,1,0,0,1,0,0,100,1000,2,0,1,0,0,0,0,0,1
Glaucopsyche_paphos,Lycaenidae,NA,5,5,0,0,1,0,1,1,1,0,29,6,0.289,0,0,1,0,0,1,0,0,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonepteryx_cleobule,Pieridae,NA,3,3,1,1,1,1,3,3,3,0,61.5,13,0.577,0,0,0,1,1,1,0,0,300,1700,4,4,1,0,0,0,0,0,0
Gonepteryx_cleopatra,Pieridae,303,5,5,0,0,0,1,2,1,3,2,59,18,0.577,0,0,0,1,0,1,0,0,0,2000,7.5,3,1,0,0,0,0,0,0
Gonepteryx_farinosa,Pieridae,50,5,5,0,0,0,1,1,1,1,0,60,8,0.577,0,0,0,1,0,1,0,0,0,2500,11,0,1,0,0,0,0,0,0
Gonepteryx_maderensis,Pieridae,NA,2,2,0,0,0,1,3,3,3,0,61.5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,500,1000,9,6,0,0,1,0,0,0,0
Gonepteryx_rhamni,Pieridae,1177,5,5,0,0,0,1,1,1,1,0,58,12,0.218,0,0,0,1,0,1,0,0,0,2000,8,2,1,0,1,0,0,0,0
Hamearis_lucina,Riodinidae,497,5,5,0,0,1,0,1,1,1,0,32.5,3,0.577,0,1,1,0,0,0,1,0,0,1700,6,0,1,0,0,0,0,0,0
Hesperia_comma,Hesperiidae,807,5,5,1,1,0,0,1,1,1,0,31,6,0.333,0,1,1,0,0,1,0,0,0,2200,3.5,3,1,0,0,0,0,0,0
Heteropterus_morpheus,Hesperiidae,270,5,5,0,1,0,0,1,1,1,0,33.5,7,0.25,0,0,1,0,0,1,0,0,0,1500,3,2,1,0,0,0,0,0,0
Hipparchia_aristaeus,Nymphalidae,13,5,5,0,1,0,0,1,1,1,0,52,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,4.5,5,1,0,0,0,0,0,0
Hipparchia_autonoe,Nymphalidae,,5,NA,NA,NA,NA,NA,1,1,1,0,54,8,0.102,NA,NA,NA,NA,NA,1,0,0,0,1600,2,0,1,0,1,0,0,1,0
Hipparchia_azorina,Nymphalidae,NA,5,5,NA,NA,NA,NA,1,1,1,0,41,6,1,0,0,1,0,0,NA,NA,NA,480,1520,5,0,1,0,1,0,0,0,0
